Name,Speaker,Display,Japanese,Translation,KR
c5141.nss,Mukou Aoi,,「アオイ――たべられないの！」,"""Aoi... can't eat it...!""","""아오이... 먹을 수 없어!"""
c5141.nss,Susuki Shinichi,,「おい、アオイ――！」,"""Aoi! Hey!""","""야! 아오이!"""
c5141.nss,Sone Miyuki,,「待ちなさいよ！」,"""Hold it right there!""","""기다려봐!"""
c5141.nss,Mukou Aoi,,「――るる」,"""...Boop boop...""","""...루루."""
c5141.nss,,,　逃げだそうとしたアオイを、美雪が呼び止める。,"Aoi tries to run, but Miyuki stops her.",도망치려던 아오이를 미유키가 멈춰 세웠다.
c5141.nss,Sone Miyuki,,「逃げ場なんて、ないでしょう」,"""Where do you think you're going?""","""도망칠 데도 없잖아?"""
c5141.nss,Sone Miyuki,,「それよりお腹、減ってない？」,"""I know you're hungry.""","""그보다 배고프지 않아?"""
c5141.nss,Mukou Aoi,,「アオイ、バグったの」,"""Aoi's glitched.""","""아오이, 버그 났어."""
c5141.nss,Mukou Aoi,,「バグって、シンイチ、すきになったの」,"""The glitch made me fall in love with Shinichi.""","""버그 나서, 신이치 좋아하게 됐어."""
c5141.nss,Mukou Aoi,,「シンイチは、ミユキとむすばれる、はずなの」,"""But Shinichi belongs with you.""","""신이치는 미유키랑 맺어져야 하는 거야."""
c5141.nss,Mukou Aoi,,「アオイは、ミユキの、ともだちの、はずなの」,"""And Aoi was supposed to be your friend.""","""아오이는 미유키의 친구인 거야."""
c5141.nss,Mukou Aoi,,「でも、うらぎったの」,"""Which means... Aoi betrayed you.""","""그런데 배신했어."""
c5141.nss,Mukou Aoi,,「だから、アオイ、もう、ミユキとは――」,"""So Aoi can't be friends with you anym—""","""그러니까 아오이, 더 이상 미유키랑..."""
c5141.nss,Sone Miyuki,,「友達じゃないわ」,"""We aren't friends.""","""친구 아니야."""
c5141.nss,Susuki Shinichi,,「美雪！！」,"""Miyuki!""","""미유키!"""
c5141.nss,Sone Miyuki,,「親友よ」,"""We're besties.""","""절친이야."""
c5141.nss,Mukou Aoi,,「しんゆう……？」,"""Besties...?""","""절친...?"""
c5141.nss,Sone Miyuki,,「友達よりも、ずっと大切な存在」,"""Best friends. Way closer than regular friends.""","""친구보다도 훨씬 소중한 존재."""
c5141.nss,Sone Miyuki,,「心一も、アオイも、私の大切な人」,"""You and Shinichi are both so important to me.""","""신이치도 아오이도 나한테 소중한 사람."""
c5141.nss,Sone Miyuki,,「そのふたりの幸せを祈らないなんて、嘘でしょ？」,"""How could I not want the two of you to be happy?""","""그런 두 사람의 행복을 바라지 않을 리가 없잖아?"""
c5141.nss,Mukou Aoi,,「でも……そんなの……」,"""But... you...""","""하지만... 그런 건..."""
c5141.nss,Sone Miyuki,,「疑ってるの？」,"""You think I'm lying?""","""의심하는 거야?"""
c5141.nss,Sone Miyuki,,「それじゃ、証拠を見せてあげる」,"""Alright then, I'll prove it to you.""","""그럼 증거를 보여줄게."""
c5141.nss,Susuki Shinichi,,「証拠？」,"""Prove it how?""","""증거?"""
c5141.nss,Sone Miyuki,,「ほらっ！」,"""With this!""","""자!"""
c5141.nss,,,　美雪が掲げて見せたのは、４段はありそうな重箱弁当。,"She holds up a boxed lunch with... good god, is that FOUR tiers...?",미유키가 꺼내 보인 것은 4단은 되어 보이는 찬합 도시락.
c5141.nss,Sone Miyuki,,「貴方たちが付き合い始めたって聞いて、わざわざ気合い入れて作ったんだから！」,"""After I heard you two hooked up, I went home to make all my best dishes!""","""너희가 사귄다는 얘길 듣고 일부러 기합 넣어서 만든 거니까!"""
c5141.nss,Susuki Shinichi,,「まさかそれで、家に帰った？」,"""You went home for THIS?""","""설마 그러려고 집에 갔어?"""
c5141.nss,Sone Miyuki,,「先生には内緒ね」,"""Don't report me to the teachers, mmkay?""","""선생님한테는 비밀이야?"""
c5141.nss,,,　クラスでは絶対に見せない、イタズラっぽい笑み。,She grins mischieviously—the sort of grin she'd ordinarily never let show in class.,반에서는 절대 보여주지 않는 장난스러운 미소.
c5141.nss,Mukou Aoi,,「ミユキ……」,"""Miyuki...""","""미유키..."""
c5141.nss,Mukou Aoi,,「ホントに、アオイを、ゆるしてくれるの？」,"""Can you really forgive everything Aoi's done?""","""정말로 아오이를 용서해주는 거야?"""
c5141.nss,Sone Miyuki,,「恋しちゃったら、しょうがない」,"""You can't help who you fall in love with.""","""사랑하면 어쩔 수 없지."""
c5141.nss,Sone Miyuki,,「そうでしょう、心一？」,"""Isn't that right, Shinichi?""","""그렇지, 신이치?"""
c5141.nss,Susuki Shinichi,,「まあ……な」,"""Yeah... Sure is.""","""뭐... 그렇지."""
c5141.nss,Mukou Aoi,,「ミユキ……」,"""Miyuki...""","""미유키..."""
c5141.nss,Mukou Aoi,,「あり……あり……」,"""Th... Thank...""","""고... 고..."""
c5141.nss,Mukou Aoi,,「ありがとうなの……！！」,"""Thank you so much!!!""","""고마워인 거야...!!!"""
c5141.nss,Mukou Aoi,,「ミユキ……だいすき！　だいすき！！」,"""Miyuki...  You're the best! Aoi loves you so much!""","""미유키... 정말 좋아! 정말 좋아!!"""
c5141.nss,,,　アオイが美雪に抱きついて、身体を震わせる。,Aoi throws her arms around Miyuki and starts to sob.,아오이는 미유키를 꼭 껴안고 울기 시작했다.
c5141.nss,Sone Miyuki,,「コラコラ、泣かない泣かない」,"""Hey now, c'mon. Don't cry.""","""착하지, 울지마 울지마."""
c5141.nss,Mukou Aoi,,「ちがうの。これは――」,"""No, you don't understand.""","""아니야, 이건..."""
c5141.nss,Mukou Aoi,,「うれし、なみだなの――！！」,"""These are happy tears!""","""기쁨의 눈물인 거야!"""
c5141.nss,Sone Miyuki,,「うん、わかってるわよ」,"""Trust me, I know.""","""응, 알고 있어."""
c5141.nss,,,　美雪は震えるアオイの頭を撫でながら――,Miyuki strokes Aoi's hair as she trembles.,미유키는 떨리는 아오이의 머리를 쓰다듬으며...
c5141.nss,,,　しかしその瞳は遙か遠く――,But her gaze is somewhere distant—,그러나 그 시선은 아득히 먼...
c5141.nss,,,　空の向こうへ向けられている。,Somewhere far beyond the furthest reaches of the sky.,하늘 저편을 향하고 있었다.
c5151.nss,,,,,
c5151.nss,Susuki Shinichi,,「せーの」,"""Okay, guys!""","""하나, 둘!"""
c5151.nss,,,「「「いただきます」」なの」,"""Let's have ourselves a feast!"" ""Eat up."" ""Yay, food!""","""잘 먹겠습니다!"""
c5151.nss,Susuki Shinichi,BACK,「いただきます」,"""Let's have ourselves a feast!""","""잘 먹겠습니다!"""
c5151.nss,Sone Miyuki,BACK,「いただきます」,"""Eat up.""","""잘 먹겠습니다!"""
c5151.nss,Mukou Aoi,BACK,「いただきますなの」,"""Yay, food!""","""잘 먹겠습니다인 거야!"""
c5151.nss,???,BACK,「「「いただきます」」なの」,"""Let's have ourselves a feast!"" ""Eat up."" ""Yay, food!""","""잘 먹겠습니다인 거야!"""
c5151.nss,,,　俺たちは、屋上の屋根に並んで、弁当箱を広げる。,The three of us sit up on the top of the roof with our little banquet.,우리는 옥상 꼭대기에 나란히 앉아 도시락통을 펼쳤다.
c5151.nss,,,　久しぶりの光景、待ちかねた味。,"It's been a while since we last had the chance to do this.
And man, I missed this flavor...","오랜만에 보는 광경, 그리웠던 맛..."
c5151.nss,Mukou Aoi,,「あむ……んむ……ん……」,"""Om, nom, nom...""","""냠... 냠... 냠..."""
c5151.nss,Sone Miyuki,,「どう？　美味しい？」,"""How is it? Is it good?""","""어때? 맛있어?"""
c5151.nss,Mukou Aoi,,「おいしいの。せかいでいちばんなの！」,"""Super mega good! The best in the whole world!""","""맛있어! 세계 최고인 거야!"""
c5151.nss,Sone Miyuki,,「はは、大げさよ」,"""Haha! Please! You're exaggerating.""","""후훗, 오버하기는."""
c5151.nss,Sone Miyuki,,「心一はどう？」,"""What about you, Shinichi?""","""신이치는 어때?"""
c5151.nss,Susuki Shinichi,,「絶品」,"""Absolutely exquisite.""","""미미!"""
c5151.nss,Sone Miyuki,,「ありがとう」,"""Thanks.""","""고마워."""
c5151.nss,Sone Miyuki,,「あ、このだし巻き卵、ちゃんと味わって食べてね？」,"""Oh, and be sure to savor that rolled omelette, got it?""","""아, 이 계란말이 제대로 맛보면서 먹을래?"""
c5151.nss,Susuki Shinichi,,「ん……これか？」,"""Mm... This here?""","""이거 말이지?"""
c5151.nss,Susuki Shinichi,,"「はむ……はむ……はむ……んん。
　美味いけど……ちょっと、いつもの味と違う？」","""Nom, nom, nom... Mmm.
It's really good... Wait... It tastes a little different from usual...""","
""냠냠... 으음... 맛있긴 한데 평소랑은 다르네?"""
c5151.nss,Sone Miyuki,,「隠し味が、利いてるでしょ？」,"""That must be the secret ingredient I added.""","""조미료를 넣어봤는데 어때?"""
c5151.nss,Susuki Shinichi,,「そうかも……」,"""I guess so...""","""괜찮을지도..."""
c5151.nss,Susuki Shinichi,,"「いや、でもホント、腹にしみるよ。
　最近ロクなもの食べてなかったし――」","""Man, this really hits the spot.
I haven't eaten a decent home-cooked meal in ages.""","
""그보다, 진짜 감동적이야. 최근에 제대로 된 걸 못 먹었거든."""
c5151.nss,Sone Miyuki,,「ちなみに今日の朝は？」,"""What did you have for breakfast this morning?""","""참고로 오늘 아침은?"""
c5151.nss,Susuki Shinichi,,「トーストにチーズ・コーン・ハムをのせてケチャップかけてピザ風に」,"""Pizza-style toast, with ketchup, cheese, corn, and ham.""","""토스트에 치즈, 옥수수, 햄을 올리고 케첩을 뿌려서 피자처럼 만들었지."""
c5151.nss,Sone Miyuki,,「…………はぁ」,"""......Haah.""","""...하아."""
c5151.nss,Sone Miyuki,,「ちなみにアオイは？」,"""What about you, Aoi?""","""그럼 아오이는?"""
c5151.nss,Mukou Aoi,,「トースト、チーズ、コーン、ハム、ケチャップ」,"""Toast with ketchup, cheese, corn, and ham.""","""토스트, 치즈, 옥수수, 케첩."""
c5151.nss,Mukou Aoi,,「ピザふうなの」,"""Pizza-style.""","""피자처럼인 거야."""
c5151.nss,Sone Miyuki,,「……偶然なわけ、ないわよね」,"""...I somehow doubt that's a coincidence.""","""...우연일 리는 없겠지?"""
c5151.nss,Susuki Shinichi,,「ええと、なんていうか、いつまでもアオイがひとりでマンガ喫茶に泊まるのはおかしいし、だからって――」,"""Well, y'know... I couldn't let Aoi stay in that manga cafe forever, so...""","""음, 뭐랄까... 아오이가 계속 만화방에 머무는 것도 이상하니까 그래서..."""
c5151.nss,Sone Miyuki,,「今さら言い訳しなくていいわよ」,"""You don't have to explain yourself.""","""이제 와서 변명 안 해도 돼."""
c5151.nss,Mukou Aoi,,「るる？　ミユキ、いっしょに、とまる？」,"""Boop boop? Wanna spend the night with us, Miyuki?""","""루루? 미유키, 같이 지낼래?"""
c5151.nss,Sone Miyuki,,「――――ぇ？」,"""...What?""","""...어?"""
c5151.nss,Mukou Aoi,,「みんなで、とまるの」,"""We can make it a slumber party.""","""다 같이 지내는 거야."""
c5151.nss,Mukou Aoi,,「たのしいの」,"""It'll be fun.""","""재밌는 거야."""
c5151.nss,Sone Miyuki,,「ちょ――ちょっと！」,"""Wh-What are you saying?!""","""자, 잠깐!"""
c5151.nss,Sone Miyuki,,"「男の子の家に泊まるなんて、そんな！
　ないわ！　あり得ない――」","""I can't possibly spend the night at a boy's house!
Ridiculous! Unthinkable!""","
""남자애 집에서 지낸다니 그럴 수가! 아니! 그럴 순 없어!"""
c5151.nss,Mukou Aoi,,「いっしょに、ねるの？」,"""You and me could cuddle together?""","""같이 잘 거야?"""
c5151.nss,Sone Miyuki,,「寝ないわよ！」,"""No thank you!""","""안 잘 거야!"""
c5151.nss,Mukou Aoi,,「さんぴーなの？」,"""We could have a threesome?""","""3P인 거야?"""
c5151.nss,Sone Miyuki,,「な、そ、そんな言葉知らないしッ！！」,"""Wh—?! I... I have no idea what that word even means!""","""그... 그게 무슨 말인지 모르겠는데!!"""
c5151.nss,,,　知ってる反応だった。,The lady doth protest too much.,알고 있는 듯한 반응이었다.
c5151.nss,Mukou Aoi,,「でも、エルもいっしょに、ねたい」,"""But Eru wants to cuddle, too.""","""하지만 에루도 같이 자고 싶어해."""
c5151.nss,Sone Miyuki,,「え、エルと一緒に――！？」,"""What?! Cuddling with Eru?!""","""에, 에루랑 같이!?"""
c5151.nss,,,　屋上でゴム毬と遊ぶエルに、アオイの視線がチラチラと向けられる。,Aoi glances at the kitten playing with his rubber ball.,고무공을 가지고 노는 에루를 향해 아오이는 힐끔힐끔 시선을 돌린다.
c5151.nss,Sone Miyuki,,「そ……それは……ちょっと……」,"""W-Well... I... maybe...""","""그... 그건 좀..."""
c5151.nss,Mukou Aoi,,「ふわふわ」,"""Very fuzzy.""","""푹신푹신."""
c5151.nss,Sone Miyuki,,「うっ！」,"""Nngh!""","""윽!"""
c5151.nss,Mukou Aoi,,「ぽかぽか」,"""And warm.""","""포근포근."""
c5151.nss,Sone Miyuki,,「きゃっ」,"""Aaah!""","""꺅!"""
c5151.nss,Mukou Aoi,,「にくきゅう」,"""Tiny little feets.""","""발바닥 젤리."""
c5151.nss,Sone Miyuki,,「ぐふっ……」,"""Nggghh...!""","""크헉...!"""
c5151.nss,Sone Miyuki,,"「し、心一……ッ！
　私……私……ッ！！」","""Sh-Shinichi...!
Please... Please let me...!!!""","
""시, 신이치...! 나... 나...!!!"""
c5151.nss,Susuki Shinichi,,「やめとけ、どうせ眠れないんだから」,"""Sorry. For your own good, I have to put my foot down.
You and I both know you wouldn't be able to sleep a wink.""","""그만해. 어차피 못 자니까."""
c5151.nss,Sone Miyuki,,「ううっ……！」,"""Nnnn...!""","""으윽...!"""
c5151.nss,,,　たまらず泣き崩れる美雪。,Miyuki starts to pout.,참지 못하고 눈물을 보이는 미유키.
c5151.nss,,,　なんだか久しぶりに、元の仲に戻れたような気がした。,"Somehow, it feels like the three of us are finally back to normal.",오랜만에 예전 사이로 돌아간 것 같은 기분이었다.
c5161.nss,,,,,
c5161.nss,Mukou Aoi,,「るる……」,"""Boop boop...""","""루루..."""
c5161.nss,Mukou Aoi,,「ちがう。こう」,"""No, like this.""","""아니야, 이렇게."""
c5161.nss,Mukou Aoi,,「エル。ちゃんと、アオイのまねするの」,"""Eru! Do it like Aoi's doing it!""","""에루! 아오이를 잘 따라해 봐."""
c5161.nss,,,　屋根の上から、ひとつ下で遊ぶアオイを見守る。,"Sitting up on top of the roof, I watch over Aoi playing with Eru down on the lower level.",옥상 위에서 한 층 아래에 에루와 노는 아오이를 지켜봤다.
c5161.nss,,,　なんだかエルに、自分と同じポーズをとらせようとしているみたいだけれど……,Apparently Aoi's trying to teach Eru to match her pose...,에루에게 자기와 같은 포즈를 시키려는 것 같은데...
c5161.nss,Sone Miyuki,,「……あれ、なにやってるの？」,"""...What is she doing down there?""","""...저거 뭐하는 거야?"""
c5161.nss,Susuki Shinichi,,「まねきネコのまね……かな？」,"""I think she's trying to imitate one of those... beckoning cat statues?""","""복고양이 흉내...려나?"""
c5161.nss,Sone Miyuki,,「楽しいの？」,"""What does she get out of it?""","""재밌어?"""
c5161.nss,Susuki Shinichi,,「多分、本人は」,"""No idea. But knowing her, there's gotta be something she sees in it.""","""본인은 그럴지도."""
c5161.nss,Sone Miyuki,,「エルも付き合わされて、大変ね」,"""I feel bad for Eru, having to put up with that nonsense.""","""에루도 어울려주느라 고생이네."""
c5161.nss,,,　溜息を吐き出すように、美雪が言う。,She sighs.,미유키는 한숨을 쉬듯 말했다.
c5161.nss,Sone Miyuki,,「アレがホントの猫かぶり……か」,"""Why does she force it? She should just be herself.""","""저게 진정한 고양이 따라 하기(*내숭 떨기)인가..."""
c5161.nss,Susuki Shinichi,,「それは、さっきのお前だろ？」,"""Right back at you.""","""그건 조금 전의 너잖아."""
c5161.nss,Susuki Shinichi,,「友達だからどうこうって」,"""Besties, my ass.""","""친구니까 어쩌고저쩌고."""
c5161.nss,Sone Miyuki,,「…………」,"""......""","""......"""
c5161.nss,Susuki Shinichi,,「あんまり無理しすぎるなよ」,"""Seriously, don't push yourself.""","""너무 무리하진 마."""
c5161.nss,Sone Miyuki,,「私のためよ。やりたくて、やってるの」,"""I'm doing it for my own sake. I WANT to do this.""","""날 위해서야. 하고 싶으니까 하는 거지."""
c5161.nss,Susuki Shinichi,,「そっか」,"""Alright.""","""그래."""
c5161.nss,,,　美雪は大人だ。,Miyuki's so mature...,미유키는 어른이다.
c5161.nss,,,　自制心が強すぎて、こちらが不安になるくらい。,"In fact, she's so self-disciplined, it's a little worrying...",자제심이 너무 강해서 오히려 걱정될 정도로...
c5161.nss,Sone Miyuki,,「さっきは、ごめん」,"""I'm sorry about earlier.""","""아까는 미안."""
c5161.nss,Sone Miyuki,,「私、混乱しちゃって、それでビンタなんて――」,"""I was confused, and I lashed out, and—""","""나, 혼란스러워서... 그래서 싸대기를..."""
c5161.nss,Susuki Shinichi,,「痛かったぞ」,"""It hurt like hell, you know.""","""아팠다?"""
c5161.nss,Sone Miyuki,,「ごめんなさい」,"""I'm really sorry.""","""미안해."""
c5161.nss,Susuki Shinichi,,"「あと、手形もできてた。
　気付かないで教室に戻っちゃったから、噂が酷い」","""And it left a mark, too. I didn't realize until after I got back to the classroom, and now everyone's gossiping about it.""","
""그리고 손바닥 자국도 생겼어. 그것도 모르고 교실에 돌아와서 이상한 소문이 파다해."""
c5161.nss,Sone Miyuki,,「それはちゃんと、フォローしとくわ」,"""I'll clear things up with them.""","""그건 제대로 해결해둘게."""
c5161.nss,Susuki Shinichi,,「助かる」,"""Thanks, I'd appreciate it.""","""고마워."""
c5161.nss,,,　波風を立てずに、生きて行く。,I want to live my life outside of the limelight.,갈등 없이 살아가고 싶다.
c5161.nss,,,　そのためには、美雪の協力が必要だ。,"And to that end, I need Miyuki's help.",그러기 위해선 미유키의 협력이 필요했다.
c5161.nss,,,　だから、すごく、助かる。,So I appreciate that she's willing to cooperate.,그래서 너무 고마웠다.
c5161.nss,,,　助かるんだけど――,"A lot, actually.",고맙긴 한데...
c5161.nss,,,　でもやっぱり、何かが引っかかる。,"And yet, something about it doesn't feel right.",역시 뭔가 걸린다.
c5161.nss,,,　俺にビンタを食らわせたときの美雪は、まるで今とは別人だった。,She seems like a completely different person now compared to this morning when she slapped me.,나에게 싸대기를 날렸을 때의 미유키와 지금 미유키는 완전 딴사람이다.
c5161.nss,,,　たかが数時間で、ここまで気持ちが切り替わるか？,Could she really have come around to the idea in just a few short hours?,불과 몇 시간만에 이렇게까지 마음이 바뀔 수 있는 건가?
c5161.nss,Sone Miyuki,,「ねえ、心一？」,"""Hey, Shinichi?""","""저기, 신이치?"""
c5161.nss,,,　ふわり――青空に、美雪の黒髪がなびいた。,Miyuki's dark hair dances in the breeze.,미유키의 검은 머리카락이 바람에 휘날렸다.
c5161.nss,Sone Miyuki,,「運命って、信じる？」,"""Do you believe in fate?""","""운명이란 거, 믿어?"""
c5161.nss,Susuki Shinichi,,「運命？」,"""Fate?""","""운명?"""
c5161.nss,Sone Miyuki,,「そう」,"""Yeah.""","""그래."""
c5161.nss,Sone Miyuki,,"「Ａを選ぶか、Ｂを選ぶか。
　人生にはたくさん、別れ道がある」","""There are so many paths in life.
Choose A, choose B.""","
""A를 고를지, B를 고를지. 인생에는 수많은 갈림길이 있어."""
c5161.nss,Sone Miyuki,,「貴方が今ここにいるのは、偶然か――」,"""Is it coincidence that brought you here to this moment?""","""지금 네가 여기 있는 것은 우연일까..."""
c5161.nss,Sone Miyuki,,「それとも、運命に導かれた必然か――」,"""Or were you pulled here by the strings of fate?""","""아니면 운명에 이끌린 필연일까..."""
c5161.nss,Susuki Shinichi,,「選択肢なんてないよ」,"""I disagree. To me, there are no choices in life.""","""선택지 같은 건 없어."""
c5161.nss,,,　それが、俺の持論だった。,"Ah, my old pet theory.",이건 내 지론이었다.
c5161.nss,Susuki Shinichi,,「人生に、『ＩＦ』なんてない」,"""What-ifs don't exist.""","""인생에 'IF'는 없어."""
c5161.nss,Susuki Shinichi,,「あの時こうすれば良かったとか、こっちを選択していればとか、そういうのは、後から振り返って思うことだろ」,""" 'Oh, if only I'd done this, if only I'd picked that...' That's just hindsight talking.""","""'그때 이렇게 할걸'이라든가, '이쪽을 선택할걸' 같은 건 나중에 돌이켜 생각하는 거잖아."""
c5161.nss,Susuki Shinichi,,「でも、その時の俺は、それしか選べない」,"""In reality, I could never have chosen differently.""","""하지만 그때의 나는 그것밖에 선택할 수 없어."""
c5161.nss,Susuki Shinichi,,"「自由意思なんてない。
　俺は脳のシナプスが決めた『必然』を選んでる」","""There's no such thing as free will.
It's the synapses in my brain that make the choices for me.""","
""자유의사 같은 건 없어. 나는 뇌의 시냅스가 정한 '필연'을 고르고 있는 거야."""
c5161.nss,Susuki Shinichi,,「もしもそれを『運命』って呼ぶなら、たぶん、そうだ」,"""But if you want to call that fate, then sure.""","""그걸 '운명'이라고 한다면, 그렇다고 할 수 있지."""
c5161.nss,Sone Miyuki,,「……そっか」,"""...Gotcha.""","""...그렇구나."""
c5161.nss,,,　美雪の唇が緩んだのが、付き合いの長い俺にはわかる。,She's smiling now. I've known her long enough that I can tell.,오래 본 사이인 나는 미유키의 표정이 느슨해진 걸 알아차렸다.
c5161.nss,Sone Miyuki,,「それじゃあ心一は、何回生まれ変わっても同じ人を好きになる。運命の人と結ばれる」,"""So to you, even if you started your whole life over again, you'd still fall in love and end up with the same person.""","""그럼 신이치는 몇 번을 다시 태어나도 같은 사람을 좋아하게 된다. 운명의 상대와 맺어진다."""
c5161.nss,Sone Miyuki,,「そう、思うのね？」,"""Is that right?""","""그렇게 생각하는 거지?"""
c5161.nss,Susuki Shinichi,,「まあな」,"""Yeah, basically.""","""뭐, 그렇지."""
c5161.nss,Sone Miyuki,,「誓って」,"""Promise me.""","""맹세해."""
c5161.nss,,,　不意に、美雪の指が、俺の手を掴む。,"Out of nowhere, she grabs my hand.",별안간 미유키가 내 손을 잡았다.
c5161.nss,Sone Miyuki,,「永遠の愛を、信じてるって」,"""Promise me you believe in eternal love.""","""영원한 사랑을 믿는다고."""
c5161.nss,Susuki Shinichi,,「な、なんだよ急に」,"""Wh-Where did this come from?""","""뭐, 뭐야 갑자기?"""
c5161.nss,Sone Miyuki,,「誓って」,"""Promise me.""","""맹세해."""
c5161.nss,Susuki Shinichi,,「永遠って、そんな大げさな――」,"""Eternal love? That seems a little extreme—""","""영원이라니, 너무 거창한 거 아니야?"""
c5161.nss,Sone Miyuki,,「誤魔化さないで！」,"""Don't try to get out of this!""","""어물쩍 넘기지 마!"""
c5161.nss,Susuki Shinichi,,「手、痛いって」,"""You're hurting me!""","""손 아프다고!"""
c5161.nss,Sone Miyuki,,「ごめんなさい、でも――」,"""Sorry... but...""","""미안해... 그치만..."""
c5161.nss,,,　謝りながら、美雪は決して俺の腕を放そうとしない。,"Despite her apology, she makes no effort to let go.",미유키는 사과하면서도 결코 내 손을 놓지 않았다.
c5161.nss,Sone Miyuki,,「お願い」,"""Please.""","""부탁이야."""
c5161.nss,Sone Miyuki,,「誓ってくれたら私、どんなこともできるから」,"""If you promise me this one thing, it'll be all the strength I need.""","""맹세해준다면 나, 어떤 일이라도 할 수 있으니까."""
c5161.nss,Sone Miyuki,,「貴方のために、何でもしてあげる。だから――」,"""Just this one thing, and I'll do anything for you, okay?""","""널 위해 뭐든 해줄게. 그러니까..."""
c5161.nss,Sone Miyuki,,「愛は永遠だって、誓って」,"""So... promise me that love is eternal.""","""사랑은 영원하다고 맹세해."""
c5161.nss,Mukou Aoi,,「せんきゃくばんらーい！」,"""Business is booming!""","""대박 나세요!"""
c5161.nss,,,　遠くから、能天気なアオイの声。,"In the distance, I can hear Aoi talking absently to herself.",멀리서 들리는 아오이의 목소리.
c5161.nss,,,　――屋上でキスすると、ふたりは永遠に結ばれる。,"—If two people share a kiss on the roof, they'll spend the rest of their lives together.",'학교 옥상에서 키스하면 영원히 맺어진다.'
c5161.nss,,,　伝説を信じるわけじゃない。,There's no way I believe that stupid legend...,그런 전설을 믿는 건 아니지만...
c5161.nss,,,　でも、アオイへの気持ちは、信じていたい。,But I want to believe in my love for Aoi.,하지만 아오이를 향한 마음은 믿고싶다.
c5161.nss,,,　ちょっと恥ずかしいけど――,This is awkward... but... I guess...,좀 부끄럽긴 하지만...
c5161.nss,,CHOICE,"""誓う""","""Promise""","""맹세한다"""
c5161.nss,Susuki Shinichi,,「誓うよ」,"""I promise.""","""맹세할게."""
c5161.nss,Sone Miyuki,,「うん、ありがとう」,"""Good. Thank you.""","""응. 고마워."""
c5161.nss,Sone Miyuki,,「何があっても、永遠の愛を信じていてね」,"""No matter what happens, always believe that love is eternal, okay?""","""무슨 일이 있어도 영원한 사랑을 믿어줘."""
c5161.nss,Susuki Shinichi,,「お、おう」,"""O-Okay...""","""으응..."""
c5161.nss,,,　なんだか、引っかかる言い方だけれど。,Something about the way she worded that bugs me...,뭔가 맘에 걸리는 말투인데...
c5161.nss,,,　どうして急に、そんなことを言い出したのだろう……？,"Seriously, where did that come from all of a sudden...?",어째서 갑자기 이런 얘길 하는 거지?
c5171.nss,,,,,
c5171.nss,,,　商店街の真ん中にある書店。,Today we're at a bookstore in the middle of the shopping district.,상가 한복판에 있는 서점.
c5171.nss,,,　俺は店頭でマンガを立ち読みしながら、ぼんやりアオイの買い物が終わるのを待っている。,I casually flip through a manga as I wait for Aoi to finish her shopping.,나는 매장에서 만화나 읽으며 아오이의 쇼핑이 끝나길 기다리고 있었다.
c5171.nss,,,　途中まで、アオイと一緒に本を探していたのだが、辺りを見回すと学校の制服をきた生徒がチラホラ見えた。,"We started off exploring the store together, but then a bunch of people wearing our school uniform showed up.","중간까지는 아오이와 함께 책을 고르고 있었는데, 주위를 둘러보니 교복을 입은 학생들이 몇몇 보였다."
c5171.nss,,,　俺はクラスのモブ中のモブ。,I'm still the class nobody.,나는 학교 내 엑스트라.
c5171.nss,,,　最近はただでさえ目立ちがちで、これ以上人目につく行動はできる限り避けたい……っていうのが本音だった。,"Lately I've gotten enough attention for a lifetime... and if possible, I'd like to avoid any future drama.","그렇지않아도 최근에 눈에 띄었는데, 더 이상 눈에 띄는 행동은 가능한 피하고 싶다...는 게 본심이었다"
c5171.nss,Mukou Aoi,,「おまたせなの」,"""Thanks for waiting.""","""기다렸지인 거야."""
c5171.nss,,,　目を輝かせ、書店から出て来るアオイ。,"Aoi pops out of the store, eyes sparkling.",눈을 반짝이며 서점을 나오는 아오이.
c5171.nss,Susuki Shinichi,,「何を買ったんだ？」,"""What'd you buy?""","""뭐 샀어?"""
c5171.nss,Mukou Aoi,,「ホンなの」,"""A book.""","""책인 거야."""
c5171.nss,Susuki Shinichi,,「いや、それは大体わかるけど」,"""Yeah, I could guess that part.""","""아니, 그건 알고 있는데."""
c5171.nss,Mukou Aoi,,「ネコのホンなの」,"""A book about cats.""","""고양이 책인 거야."""
c5171.nss,Susuki Shinichi,,「あ……なるほど」,"""Oh, I see.""","""아..."""
c5171.nss,,,　確かに、エルを拾ってきたのだから、もっとネコについては知識を蓄えておく必要がある。,Definitely a good idea to learn more about them now that she's adopted Eru and all.,확실히 에루를 주워왔으니 고양이에 대해 좀 더 지식을 쌓을 필요가 있다.
c5171.nss,,,　それはわかるのだが、アオイが本を入れている紙袋には、明らかに２種類以上の本が入っている段差があり……,"That said, I can tell from the size of the bag she's holding that she definitely bought at least two other books...","그건 그렇다 쳐도, 아오이가 든 종이봉투는 크기로 볼 때 분명 책이 2권 이상 들어있는 것 같았다."
c5171.nss,Susuki Shinichi,,「他には何の本を？」,"""What else did you get?""","""그 외에는 무슨 책 샀어?"""
c5171.nss,Mukou Aoi,,「それは……ひみつなの」,"""It's... a secret.""","""그건... 비밀인 거야."""
c5171.nss,Susuki Shinichi,,「秘密？」,"""You can't tell me?""","""비밀?"""
c5171.nss,Mukou Aoi,,「そうなの」,"""Nope.""","""그런 거야."""
